Source_Module,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
red,BP,GO:2000544,regulation of endothelial cell chemotaxis to fibroblast growth factor,3/511,10/18888,0.3,11.0888454,5.32130447,0.002049715,0.024827912,0.019061584,FGF18/FGF1/FGF4,3
red,BP,GO:0002323,natural killer cell activation involved in immune response,5/511,34/18888,0.147058824,5.43570853,4.316734524,0.002067554,0.024913216,0.019127076,IFNA2/CD244/IFNA6/IFNA16/RAB27A,5
red,BP,GO:0046475,glycerophospholipid catabolic process,5/511,34/18888,0.147058824,5.43570853,4.316734524,0.002067554,0.024913216,0.019127076,LDLR/APOC1/PNLIPRP2/PLA2G5/PLA2G10,5
red,BP,GO:0043542,endothelial cell migration,17/511,286/18888,0.059440559,2.197090581,3.401612531,0.002121878,0.025501219,0.019578515,GFUS/GREM1/TGFB1/ITGB1/DCN/CCN3/FGF18/ACVRL1/DLL4/ABL1/PRSS3/FGF1/PTGS2/FGF4/PLG/STC1/APOE,17
red,BP,GO:0060675,ureteric bud morphogenesis,7/511,67/18888,0.104477612,3.861786956,3.912983227,0.002179918,0.02599566,0.019958121,GREM1/FGF8/TACSTD2/SHH/DCHS1/FGF1/WNT11,7
red,BP,GO:0070301,cellular response to hydrogen peroxide,7/511,67/18888,0.104477612,3.861786956,3.912983227,0.002179918,0.02599566,0.019958121,BECN1/MYB/IL6/PCNA/IL18RAP/ABL1/MDM2,7
red,BP,GO:1905953,negative regulation of lipid localization,7/511,67/18888,0.104477612,3.861786956,3.912983227,0.002179918,0.02599566,0.019958121,APOC1/IL6/SHH/PLA2G10/NR1H3/PTPN2/APOC2,7
red,BP,GO:0032616,interleukin-13 production,4/511,21/18888,0.19047619,7.040536763,4.618366422,0.002197278,0.026032722,0.019986575,PRKCZ/IL4/TSLP/IFNA2,4
red,BP,GO:0032656,regulation of interleukin-13 production,4/511,21/18888,0.19047619,7.040536763,4.618366422,0.002197278,0.026032722,0.019986575,PRKCZ/IL4/TSLP/IFNA2,4
red,BP,GO:0045747,positive regulation of Notch signaling pathway,6/511,50/18888,0.12,4.43553816,4.056178095,0.002205589,0.026032722,0.019986575,FGF10/YAP1/CCN3/ACVRL1/DLL4/TGFB2,6
red,BP,GO:0071827,plasma lipoprotein particle organization,6/511,50/18888,0.12,4.43553816,4.056178095,0.002205589,0.026032722,0.019986575,PLA2G2E/APOC1/PLA2G5/PLA2G10/APOE/APOC2,6
red,BP,GO:1904019,epithelial cell apoptotic process,11/511,147/18888,0.074829932,2.765925157,3.584175056,0.002214901,0.026075939,0.020019755,TGFB1/YAP1/IL6/IL10/IL4/MDK/DNMT3A/ABL1/CDKN1B/FGF4/WNT11,11
red,BP,GO:0072089,stem cell proliferation,10/511,126/18888,0.079365079,2.933556984,3.631259744,0.002254028,0.02646906,0.020321573,TGFB1/FGF10/FGF8/YAP1/NANOG/SHH/RBPJ/FGF4/WNT11/THPO,10
red,BP,GO:0002719,negative regulation of cytokine production involved in immune response,5/511,35/18888,0.142857143,5.280402572,4.22652106,0.002359301,0.027426134,0.021056365,XCL1/TGFB1/IL10/IFNA2/TGFB2,5
red,BP,GO:0046471,phosphatidylglycerol metabolic process,5/511,35/18888,0.142857143,5.280402572,4.22652106,0.002359301,0.027426134,0.021056365,PLA2G2E/PLA2G5/PLA2G10/TAMM41/DNAJC19,5
red,BP,GO:0099174,regulation of presynapse organization,5/511,35/18888,0.142857143,5.280402572,4.22652106,0.002359301,0.027426134,0.021056365,LRFN3/EFNB3/VPS35/LRRTM3/LRRC4B,5
red,BP,GO:1905606,regulation of presynapse assembly,5/511,35/18888,0.142857143,5.280402572,4.22652106,0.002359301,0.027426134,0.021056365,LRFN3/EFNB3/VPS35/LRRTM3/LRRC4B,5
red,BP,GO:0072171,mesonephric tubule morphogenesis,7/511,68/18888,0.102941176,3.804995971,3.863950206,0.002374626,0.027534927,0.021139891,GREM1/FGF8/TACSTD2/SHH/DCHS1/FGF1/WNT11,7
red,BP,GO:0071216,cellular response to biotic stimulus,16/511,265/18888,0.060377358,2.231717313,3.367160313,0.00242355,0.028031791,0.021521357,SELENOS/IRF8/CTSG/IL6/MMP9/CD80/IL10/MMP3/DEFA4/NR1H3/ABL1/HCK/CXCL8/LILRB2/BPI/CXCL10,16
red,BP,GO:0002757,immune response-activating signaling pathway,25/511,500/18888,0.05,1.8481409,3.205091217,0.002518776,0.029060373,0.022311049,BECN1/LAT/BPIFB1/LRCH4/APPL1/UNC93B1/CPTP/CD22/PUM2/NR1H3/ABL1/AURKB/HCK/TBK1/PTPN2/BMX/LCK/DUSP3/HSPA1A/FCRL3/LAT2/CD8A/KLRC3/CD3G/PIK3R1,25
red,BP,GO:0048645,animal organ formation,7/511,69/18888,0.101449275,3.749851102,3.815839376,0.002582459,0.029709769,0.022809622,FGF10/FGF8/SHH/RBPJ/FGF1/NTF4/WNT11,7
red,BP,GO:0035107,appendage morphogenesis,11/511,150/18888,0.073333333,2.710606654,3.507428299,0.002594374,0.029709769,0.022809622,GREM1/MSX2/FGF10/FGF8/SHH/GDF5/MSX1/CYP26B1/MED1/FGF4/TGFB2,11
red,BP,GO:0035108,limb morphogenesis,11/511,150/18888,0.073333333,2.710606654,3.507428299,0.002594374,0.029709769,0.022809622,GREM1/MSX2/FGF10/FGF8/SHH/GDF5/MSX1/CYP26B1/MED1/FGF4/TGFB2,11
red,BP,GO:0046889,positive regulation of lipid biosynthetic process,8/511,88/18888,0.090909091,3.360256182,3.700634453,0.002628201,0.029948511,0.022992915,LDLR/CREB1/NR1H3/FGF1/PTGS2/APOE/CCN1/APOC2,8
red,BP,GO:0048708,astrocyte differentiation,8/511,88/18888,0.090909091,3.360256182,3.700634453,0.002628201,0.029948511,0.022992915,LDLR/GFAP/IL6/SHH/LAMC3/SERPINE2/ABL1/CNTF,8
red,BP,GO:0001569,branching involved in blood vessel morphogenesis,5/511,36/18888,0.138888889,5.133724723,4.139698573,0.002679853,0.03031255,0.023272405,FGF8/SHH/MDK/DLL4/ABL1,5
red,BP,GO:0060317,cardiac epithelial to mesenchymal transition,5/511,36/18888,0.138888889,5.133724723,4.139698573,0.002679853,0.03031255,0.023272405,MSX2/FGF8/MSX1/RBPJ/TGFB2,5
red,BP,GO:2000406,positive regulation of T cell migration,5/511,36/18888,0.138888889,5.133724723,4.139698573,0.002679853,0.03031255,0.023272405,CD99L2/XCL1/CCL20/ABL1/CXCL10,5
red,BP,GO:0050680,negative regulation of epithelial cell proliferation,12/511,173/18888,0.069364162,2.56389489,3.445802082,0.002687924,0.030322301,0.023279892,XDH/CASK/TGFB1/GDF5/WDR77/ACVRL1/DLL4/CDKN1B/MED1/TGFB2/EREG/APOE,12
red,BP,GO:0045664,regulation of neuron differentiation,13/511,196/18888,0.066326531,2.45161548,3.406484153,0.002696607,0.030322301,0.023279892,ETV5/ITGB1/BDNF/SHH/GDF5/FGF20/NBL1/CNTF/MED1/NTF3/NTF4/NRCAM/EPO,13
red,BP,GO:0006968,cellular defense response,6/511,52/18888,0.115384615,4.264940539,3.931309536,0.002700426,0.030322301,0.023279892,BECN1/CD300C/ITGB1/IL1RL2/LILRB2/KLRC3,6
red,BP,GO:0043523,regulation of neuron apoptotic process,15/511,244/18888,0.06147541,2.272304385,3.335577401,0.002755371,0.030421945,0.023356393,NEFL/MYB/BDNF/FGF8/GDF5/FGF20/IL10/MDK/ABL1/NTRK1/CNTF/KIF14/NTF3/NTF4/TGFB2,15
red,BP,GO:0050878,regulation of body fluid levels,20/511,370/18888,0.054054054,1.997990162,3.232843752,0.002758502,0.030421945,0.023356393,XDH/AQP4/STATH/CREB1/CTSG/FGF10/IL6/SHH/ENTPD1/SERPINE2/NR1H3/LCK/MMRN1/MED1/PLG/PLAU/SAA1/APOE/GNAS/RAB27A,20
red,BP,GO:0035766,cell chemotaxis to fibroblast growth factor,3/511,11/18888,0.272727273,10.08076855,5.023507947,0.002762036,0.030421945,0.023356393,FGF18/FGF1/FGF4,3
red,BP,GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore,3/511,11/18888,0.272727273,10.08076855,5.023507947,0.002762036,0.030421945,0.023356393,BECN1/AURKB/BIRC5,3
red,BP,GO:0060020,Bergmann glial cell differentiation,3/511,11/18888,0.272727273,10.08076855,5.023507947,0.002762036,0.030421945,0.023356393,GFAP/SHH/ABL1,3
red,BP,GO:0060767,epithelial cell proliferation involved in prostate gland development,3/511,11/18888,0.272727273,10.08076855,5.023507947,0.002762036,0.030421945,0.023356393,SHH/WDR77/CDKN1B,3
red,BP,GO:1901731,positive regulation of platelet aggregation,3/511,11/18888,0.272727273,10.08076855,5.023507947,0.002762036,0.030421945,0.023356393,CTSG/IL6/MMRN1,3
red,BP,GO:1904847,regulation of cell chemotaxis to fibroblast growth factor,3/511,11/18888,0.272727273,10.08076855,5.023507947,0.002762036,0.030421945,0.023356393,FGF18/FGF1/FGF4,3
red,BP,GO:0050918,positive chemotaxis,7/511,70/18888,0.1,3.6962818,3.768618717,0.002803989,0.030737315,0.023598518,FGF10/FGF8/HGF/AZU1/CXCL8/CXCL10/NTF3,7
red,BP,GO:0050922,negative regulation of chemotaxis,7/511,70/18888,0.1,3.6962818,3.768618717,0.002803989,0.030737315,0.023598518,GREM1/CCN3/NBL1/SEMA3A/PTPN2/DUSP3/RYK,7
red,BP,GO:2000027,regulation of animal organ morphogenesis,8/511,89/18888,0.08988764,3.322500495,3.662166429,0.002821089,0.030851484,0.023686171,GREM1/FGF10/FGF8/TACSTD2/HGF/SHH/MSX1/FGF1,8
red,BP,GO:1902905,positive regulation of supramolecular fiber organization,12/511,175/18888,0.068571429,2.534593235,3.400910691,0.002953701,0.03222537,0.024740969,ARL2/TRIM27/FCHSD1/CCN2/BAIAP2L1/ABL1/HCK/CDKN1B/HSPA1A/CCL24/APOE/WNT11,12
red,BP,GO:0071825,protein-lipid complex organization,6/511,53/18888,0.113207547,4.184469963,3.871211613,0.002976946,0.032402372,0.024876862,PLA2G2E/APOC1/PLA2G5/PLA2G10/APOE/APOC2,6
red,BP,GO:0031640,killing of cells of another organism,8/511,90/18888,0.088888889,3.285583823,3.624242243,0.003024842,0.032452699,0.024915501,KRT6A/CTSG/AZU1/DEFA4/C8A/GZMH/GZMB/CCL13,8
red,BP,GO:0141061,disruption of cell in another organism,8/511,90/18888,0.088888889,3.285583823,3.624242243,0.003024842,0.032452699,0.024915501,KRT6A/CTSG/AZU1/DEFA4/C8A/GZMH/GZMB/CCL13,8
red,BP,GO:0071695,anatomical structure maturation,16/511,271/18888,0.05904059,2.182306598,3.268997149,0.003025087,0.032452699,0.024915501,GREM1/MAEA/DAG1/MSX2/RBPJ/WDR77/PLA2G10/ACVRL1/CNTN2/REN/DCHS1/KIF14/TGFB2/EREG/NRCAM/EPO,16
red,BP,GO:0003230,cardiac atrium development,5/511,37/18888,0.135135135,4.994975406,4.056041668,0.003030794,0.032452699,0.024915501,DLL4/TGFB2/MDM2/CCN1/WNT11,5
red,BP,GO:0010092,specification of animal organ identity,5/511,37/18888,0.135135135,4.994975406,4.056041668,0.003030794,0.032452699,0.024915501,FGF10/FGF8/RBPJ/FGF1/WNT11,5
red,BP,GO:0033280,response to vitamin D,5/511,37/18888,0.135135135,4.994975406,4.056041668,0.003030794,0.032452699,0.024915501,KL/PTGS2/MED1/CXCL10/STC1,5
red,BP,GO:0048730,epidermis morphogenesis,5/511,37/18888,0.135135135,4.994975406,4.056041668,0.003030794,0.032452699,0.024915501,FGF10/SHH/PLA2G10/FST/TGFB2,5
red,BP,GO:0003283,atrial septum development,4/511,23/18888,0.173913043,6.428316175,4.343654576,0.003114965,0.033047275,0.025371985,TGFB2/MDM2/CCN1/WNT11,4
red,BP,GO:0071636,positive regulation of transforming growth factor beta production,4/511,23/18888,0.173913043,6.428316175,4.343654576,0.003114965,0.033047275,0.025371985,MYB/XCL1/PTGS2/WNT11,4
red,BP,GO:0072574,hepatocyte proliferation,4/511,23/18888,0.173913043,6.428316175,4.343654576,0.003114965,0.033047275,0.025371985,IL6/MDK/FGF1/MED1,4
red,BP,GO:0072575,epithelial cell proliferation involved in liver morphogenesis,4/511,23/18888,0.173913043,6.428316175,4.343654576,0.003114965,0.033047275,0.025371985,IL6/MDK/FGF1/MED1,4
red,BP,GO:0045445,myoblast differentiation,9/511,111/18888,0.081081081,2.996985244,3.518664623,0.003188822,0.033753243,0.025913991,GDF3/GREM1/TGFB1/ITGB1/SHH/RBPJ/MYF6/CXCL10/PLG,9
red,BP,GO:0048863,stem cell differentiation,15/511,248/18888,0.060483871,2.235654315,3.266288253,0.003212556,0.03392665,0.026047124,GREM1/MSX2/ITGB1/YAP1/TACSTD2/OSM/SHH/FRZB/MSX1/RBPJ/SEMA3A/ABL1/RPS7/MED1/TGFB2,15
red,BP,GO:0030216,keratinocyte differentiation,12/511,177/18888,0.06779661,2.505953763,3.356637208,0.003240402,0.034142587,0.02621291,KRT72/KRT6A/MSX2/YAP1/RBPJ/IL17A/PALLD/CYP26B1/MED1/IL20/EREG/LIPN,12
red,BP,GO:0009395,phospholipid catabolic process,6/511,54/18888,0.111111111,4.106979778,3.812577285,0.003274084,0.0344189,0.026425048,LDLR/APOC1/PNLIPRP2/PLA2G5/PLA2G10/APOC2,6
red,BP,GO:0032722,positive regulation of chemokine production,7/511,72/18888,0.097222222,3.593607306,3.676727551,0.003290475,0.034434336,0.026436899,TGFB1/IL6/AZU1/IL17F/TSLP/IL17A/IL7,7
red,BP,GO:0060411,cardiac septum morphogenesis,7/511,72/18888,0.097222222,3.593607306,3.676727551,0.003290475,0.034434336,0.026436899,MSX2/FGF8/RBPJ/TGFB2/MDM2/CCN1/WNT11,7
red,BP,GO:0021782,glial cell development,10/511,133/18888,0.07518797,2.779159248,3.433497546,0.003341908,0.034661602,0.026611382,LDLR/GFAP/DAG1/IL6/SHH/NSUN5/MDK/LAMC3/CNTF/MXRA8,10
red,BP,GO:0008037,cell recognition,11/511,155/18888,0.070967742,2.623167729,3.383609338,0.003342235,0.034661602,0.026611382,CLGN/NEDD9/PLA2G5/EFNB3/DOCK2/PECAM1/MYPN/CNTN2/EPHA3/PALLD/NRCAM,11
red,BP,GO:0016125,sterol metabolic process,11/511,155/18888,0.070967742,2.623167729,3.383609338,0.003342235,0.034661602,0.026611382,LDLR/HDLBP/APOC1/ACADL/IL4/FGF1/CYP26B1/PON1/APOE/CYB5R3/FAXDC2,11
red,BP,GO:0045807,positive regulation of endocytosis,11/511,155/18888,0.070967742,2.623167729,3.383609338,0.003342235,0.034661602,0.026611382,APPL1/GREM1/PLA2G5/DOCK2/AZU1/IL4/CAMK1D/IL15RA/NTF3/APOE/RAB27A,11
red,BP,GO:0002369,T cell cytokine production,5/511,38/18888,0.131578947,4.863528685,3.975345639,0.003413711,0.035165799,0.026998479,XCL1/IL6/PRKCZ/IL4/IFNA2,5
red,BP,GO:0002724,regulation of T cell cytokine production,5/511,38/18888,0.131578947,4.863528685,3.975345639,0.003413711,0.035165799,0.026998479,XCL1/IL6/PRKCZ/IL4/IFNA2,5
red,BP,GO:0035909,aorta morphogenesis,5/511,38/18888,0.131578947,4.863528685,3.975345639,0.003413711,0.035165799,0.026998479,FGF8/RBPJ/ACVRL1/DLL4/TGFB2,5
red,BP,GO:0040013,negative regulation of locomotion,22/511,431/18888,0.051044084,1.88673317,3.105315033,0.003488745,0.035858704,0.027530455,NRG3/NEDD9/GREM1/BRMS1L/DAG1/TGFB1/TACSTD2/DCN/CCL25/CCN3/SHH/IL4/NBL1/ACVRL1/SEMA3A/DLL4/PTPN2/DUSP3/STC1/APOE/RYK/WNT11,22
red,BP,GO:0032368,regulation of lipid transport,11/511,156/18888,0.070512821,2.606352552,3.359430994,0.00351072,0.036004379,0.027642297,MYB/APOC1/CRH/SHH/PLA2G10/NR1H3/REN/PON1/APOE/APOC2/NMB,11
red,BP,GO:1903034,regulation of response to wounding,12/511,179/18888,0.067039106,2.47795428,3.312965093,0.003549202,0.03631833,0.027883332,CASK/ITGB1/IL10/MDK/PUM2/SERPINE2/CNTF/IL17A/MMRN1/PLG/PLAU/APOE,12
red,BP,GO:0040034,"regulation of development, heterochronic",3/511,12/18888,0.25,9.240704501,4.761618672,0.003609221,0.036607812,0.028105582,MSX1/RBPJ/SERPINE2,3
red,BP,GO:0048505,regulation of timing of cell differentiation,3/511,12/18888,0.25,9.240704501,4.761618672,0.003609221,0.036607812,0.028105582,MSX1/RBPJ/SERPINE2,3
red,BP,GO:0051798,positive regulation of hair follicle development,3/511,12/18888,0.25,9.240704501,4.761618672,0.003609221,0.036607812,0.028105582,MSX2/FST/TGFB2,3
red,BP,GO:0060379,cardiac muscle cell myoblast differentiation,3/511,12/18888,0.25,9.240704501,4.761618672,0.003609221,0.036607812,0.028105582,GREM1/ITGB1/RBPJ,3
red,BP,GO:0023061,signal release,24/511,487/18888,0.049281314,1.821576247,3.062994909,0.003651533,0.036789927,0.0282454,FOXL2/MYB/CASK/SNPH/CRH/CREB1/STXBP4/SYT12/IL6/OSM/CCN3/FGF20/PLA2G10/VPS35/SYBU/REN/PTGS2/STX1A/DYNLL1/LIN7B/IL11/SYT8/DOC2B/NMB,24
red,BP,GO:0045061,thymic T cell selection,4/511,24/18888,0.166666667,6.160469667,4.218252661,0.003659063,0.036789927,0.0282454,DOCK2/SHH/PTPN2/CD3G,4
red,BP,GO:0048634,regulation of muscle organ development,4/511,24/18888,0.166666667,6.160469667,4.218252661,0.003659063,0.036789927,0.0282454,CREB1/TGFB1/FGF8/SHH,4
red,BP,GO:0060252,positive regulation of glial cell proliferation,4/511,24/18888,0.166666667,6.160469667,4.218252661,0.003659063,0.036789927,0.0282454,MYB/ETV5/GFAP/IL6,4
red,BP,GO:0031214,biomineral tissue development,12/511,180/18888,0.066666667,2.464187867,3.291349552,0.003712266,0.037162926,0.028531769,KL/STATH/GREM1/MSX2/TGFB1/PTHLH/MEPE/CEMP1/PTGS2/MINPP1/CCN1/WNT11,12
red,BP,GO:0035265,organ growth,12/511,180/18888,0.066666667,2.464187867,3.291349552,0.003712266,0.037162926,0.028531769,MSX2/FGF10/FGF8/YAP1/SHH/FGF20/RBPJ/ABL1/IL7/TGFB2/STC1/NLGN4X,12
red,BP,GO:0044703,multi-organism reproductive process,13/511,204/18888,0.06372549,2.355473696,3.245830832,0.003798873,0.03794762,0.029134216,CRH/MMP9/EPOR/ACE2/PTHLH/SERPINE2/PTGS2/MED1/STC1/PSG7/EPO/ITGA5/IDO1,13
red,BP,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,9/511,114/18888,0.078947368,2.918117211,3.425340848,0.003811154,0.037988072,0.029165274,CREB3L1/SELENOS/MAGEA3/MMP9/IL10/PTGS2/HSPA1A/MDM2/EPO,9
red,BP,GO:0007616,long-term memory,5/511,39/18888,0.128205128,4.738822821,3.897424077,0.00383019,0.038095532,0.029247776,LDLR/ACSS2/PRKCZ/NTF4/APOE,5
red,BP,GO:0033344,cholesterol efflux,7/511,74/18888,0.094594595,3.496482784,3.588050097,0.003838823,0.038099283,0.029250655,APOC1/SHH/PLA2G10/NR1H3/PON1/APOE/APOC2,7
red,BP,GO:0072006,nephron development,11/511,158/18888,0.069620253,2.573360747,3.311636025,0.003868083,0.03819244,0.029322177,GREM1/FGF8/YAP1/PODXL/TACSTD2/PECAM1/SHH/DCHS1/FGF1/KIRREL3/WNT11,11
red,BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,15/511,253/18888,0.059288538,2.191471423,3.181513901,0.003869968,0.03819244,0.029322177,BECN1/XDH/MAZ/DAG1/TGFB1/ITGB1/MST1R/DCN/HGF/OSM/TPBG/SERPINE2/NTRK1/TGFB2/THPO,15
red,BP,GO:0051051,negative regulation of transport,23/511,462/18888,0.04978355,1.84014029,3.048680405,0.003878032,0.03819244,0.029322177,SELENOS/SLC6A9/APPL1/APOC1/CRH/TRIM27/MMP9/OSM/CCN3/SHH/PLA2G10/SERPINE2/VPS35/NR1H3/EPHA3/LILRB2/PTGS2/IL11/STC1/APOE/EPO/APOC2/NMB,23
red,BP,GO:0046631,alpha-beta T cell activation,12/511,181/18888,0.066298343,2.450573569,3.269878433,0.003881312,0.03819244,0.029322177,MYB/XCL1/IL6/DOCK2/CD80/IL12RB1/PRKCZ/SHH/ABL1/TNFSF8/CD83/CD3G,12
red,BP,GO:2000648,positive regulation of stem cell proliferation,6/511,56/18888,0.107142857,3.960301929,3.699443777,0.003933908,0.038627625,0.029656289,TGFB1/FGF10/FGF8/NANOG/FGF4/THPO,6
red,BP,GO:0046883,regulation of hormone secretion,15/511,254/18888,0.059055118,2.182843583,3.164796309,0.004013812,0.039328537,0.030194413,FOXL2/MYB/CRH/CREB1/STXBP4/IL6/OSM/CCN3/SYBU/REN/STX1A/DYNLL1/IL11/DOC2B/NMB,15
red,BP,GO:0051963,regulation of synapse assembly,9/511,115/18888,0.07826087,2.892742279,3.394909455,0.004038471,0.039486325,0.030315555,LRFN3/BDNF/EFNB3/AMIGO3/TPBG/VPS35/NTRK1/LRRTM3/LRRC4B,9
red,BP,GO:0002637,regulation of immunoglobulin production,7/511,75/18888,0.093333333,3.449863014,3.544851427,0.004137703,0.040285864,0.030929399,XCL1/TGFB1/IL6/IL10/CD22/IL4/FCRL3,7
red,BP,GO:0060390,regulation of SMAD protein signal transduction,7/511,75/18888,0.093333333,3.449863014,3.544851427,0.004137703,0.040285864,0.030929399,GREM1/TGFB1/CCN3/GDF5/ACVRL1/TGFB2/PMEPA1,7
red,BP,GO:0060395,SMAD protein signal transduction,8/511,95/18888,0.084210526,3.112658358,3.442291548,0.004221026,0.040659454,0.031216222,BECN1/GREM1/TGFB1/CCN3/GDF5/ACVRL1/TGFB2/PMEPA1,8
red,BP,GO:0007565,female pregnancy,12/511,183/18888,0.06557377,2.423791345,3.227361914,0.004237973,0.040659454,0.031216222,CRH/MMP9/EPOR/ACE2/PTHLH/PTGS2/MED1/STC1/PSG7/EPO/ITGA5/IDO1,12
red,BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,18/511,332/18888,0.054216867,2.004008205,3.077646638,0.004256244,0.040659454,0.031216222,LAT/BPIFB1/APPL1/CD22/NR1H3/ABL1/HCK/TBK1/PTPN2/BMX/LCK/DUSP3/FCRL3/LAT2/CD8A/KLRC3/CD3G/PIK3R1,18
red,BP,GO:0045861,negative regulation of proteolysis,14/511,231/18888,0.060606061,2.240170788,3.162432133,0.004262524,0.040659454,0.031216222,MAGEA3/MMP9/SHH/IL10/SERPINE2/CST7/NR1H3/CSNK2A1/SERPINA2/RPS7/PLAU/MDM2/SERPINA6/TIMP4,14
red,BP,GO:0003081,regulation of systemic arterial blood pressure by renin-angiotensin,4/511,25/18888,0.16,5.914050881,4.099764433,0.004264177,0.040659454,0.031216222,CTSG/ACE2/REN/CMA1,4
red,BP,GO:0050927,positive regulation of positive chemotaxis,4/511,25/18888,0.16,5.914050881,4.099764433,0.004264177,0.040659454,0.031216222,FGF10/AZU1/CXCL8/NTF3,4
red,BP,GO:0060964,regulation of miRNA-mediated gene silencing,4/511,25/18888,0.16,5.914050881,4.099764433,0.004264177,0.040659454,0.031216222,BCDIN3D/TGFB1/IL6/PUM2,4
red,BP,GO:0072576,liver morphogenesis,4/511,25/18888,0.16,5.914050881,4.099764433,0.004264177,0.040659454,0.031216222,IL6/MDK/FGF1/MED1,4
red,BP,GO:0090023,positive regulation of neutrophil chemotaxis,4/511,25/18888,0.16,5.914050881,4.099764433,0.004264177,0.040659454,0.031216222,XCL1/MDK/CAMK1D/CXCL8,4
red,BP,GO:0090280,positive regulation of calcium ion import,4/511,25/18888,0.16,5.914050881,4.099764433,0.004264177,0.040659454,0.031216222,CASK/CRH/ATP2C2/STC1,4
red,BP,GO:0030279,negative regulation of ossification,5/511,40/18888,0.125,4.62035225,3.822106815,0.004281808,0.04074339,0.031280664,STATH/GREM1/RBPJ/MDK/KREMEN2,5
red,BP,GO:0061900,glial cell activation,6/511,57/18888,0.105263158,3.890822948,3.644826519,0.004298454,0.040817626,0.031337658,LDLR/IL6/AZU1/CTSC/CST7/CNTF,6
red,BP,GO:0048608,reproductive structure development,17/511,307/18888,0.055374593,2.046800997,3.08356712,0.004371651,0.041427454,0.031805853,FOXL2/IMMP2L/FGF10/FGF8/SHH/WDR77/ADAMTS1/SERPINE2/REN/NHLH2/NTRK1/CDKN1B/FST/TGFB2/DNAJC19/EREG/LHB,17
red,BP,GO:0051223,regulation of protein transport,22/511,440/18888,0.05,1.8481409,3.00174871,0.004448446,0.042068807,0.03229825,DNAJC27/CRH/TGFB1/BCAP31/STXBP4/IL6/PRKCZ/CCN3/SHH/VPS35/NR1H3/SYBU/PTGS2/STX1A/DYNLL1/TGFB2/ANP32B/MDM2/SAA1/APOE/DOC2B/PIK3R1,22
red,BP,GO:0010976,positive regulation of neuron projection development,11/511,161/18888,0.068322981,2.525409926,3.241306001,0.004457991,0.042072859,0.032301361,BDNF/MDK/PUM2/GPC2/ABL1/CAMK1D/EPHA3/NTRK1/CNTF/APOE/EPO,11
red,BP,GO:0045860,positive regulation of protein kinase activity,15/511,257/18888,0.058365759,2.157362919,3.115104893,0.004471759,0.042116672,0.032334999,LAT/NEDD9/MST1R/AZU1/FGF18/XRCC6/IL4/CD4/ABL1/FGF1/KIF14/NTF3/TGFB2/EREG/CCN1,15
red,BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,19/511,360/18888,0.052777778,1.950815395,3.037300885,0.004496075,0.042198251,0.032397631,LAT/BPIFB1/APPL1/CD22/NR1H3/ABL1/HCK/TBK1/PTPN2/BMX/LCK/DUSP3/LILRB2/FCRL3/LAT2/CD8A/KLRC3/CD3G/PIK3R1,19
red,BP,GO:0003073,regulation of systemic arterial blood pressure,8/511,96/18888,0.083333333,3.080234834,3.407345021,0.004498708,0.042198251,0.032397631,KL/CRH/CTSG/ACE2/KCNK6/REN/CMA1/ADM2,8
red,BP,GO:0021681,cerebellar granular layer development,3/511,13/18888,0.230769231,8.529881078,4.528672822,0.004598483,0.042872728,0.03291546,MDK/SERPINE2/KIF14,3
red,BP,GO:0090235,regulation of metaphase plate congression,3/511,13/18888,0.230769231,8.529881078,4.528672822,0.004598483,0.042872728,0.03291546,BECN1/AURKB/BIRC5,3
red,BP,GO:1902950,regulation of dendritic spine maintenance,3/511,13/18888,0.230769231,8.529881078,4.528672822,0.004598483,0.042872728,0.03291546,NEDD9/VPS35/APOE,3
red,BP,GO:0045859,regulation of protein kinase activity,23/511,470/18888,0.04893617,1.808818753,2.960966811,0.00476532,0.044205162,0.033938433,LAT/NEDD9/BCCIP/DBNDD1/TRIM27/MST1R/AZU1/FGF18/XRCC6/IL4/SMG8/CD4/ABL1/PLK1/DUSP3/FGF1/KIF14/CDKN1B/NTF3/TGFB2/EREG/APOE/CCN1,23
red,BP,GO:0071542,dopaminergic neuron differentiation,5/511,41/18888,0.12195122,4.507660732,3.749238142,0.004770134,0.044205162,0.033938433,FGF8/SHH/FGF20/CDNF/RYK,5
red,BP,GO:0071634,regulation of transforming growth factor beta production,5/511,41/18888,0.12195122,4.507660732,3.749238142,0.004770134,0.044205162,0.033938433,MYB/XCL1/PTGS2/TGFB2/WNT11,5
red,BP,GO:0072078,nephron tubule morphogenesis,7/511,77/18888,0.090909091,3.360256182,3.460614294,0.00478794,0.044281248,0.033996848,GREM1/FGF8/TACSTD2/SHH/DCHS1/FGF1/WNT11,7
